Date,Next_Close,Days_Change,GreenRed
2018-05-16,249.880005,-0.20999100000000226,0
2018-05-17,249.25999500000003,-0.6200099999999509,0
2018-05-18,251.089996,1.8300009999999527,1
2018-05-21,250.369995,-0.7200009999999679,0
2018-05-22,251.149994,0.7799989999999752,1
2018-05-23,250.669998,-0.4799959999999999,0
2018-05-24,250.039993,-0.6300049999999828,0
2018-05-25,247.149994,-2.8899990000000173,0
2018-05-29,250.410004,3.2600100000000225,1
2018-05-30,248.789993,-1.6200110000000052,0
2018-05-31,251.410004,2.6200110000000048,1
2018-06-01,252.520004,1.1099999999999852,1
2018-06-04,252.869995,0.34999100000001704,1
2018-06-05,254.889999,2.020004,1
2018-06-06,254.770004,-0.11999500000001714,0
2018-06-07,255.570007,0.8000029999999754,1
2018-06-08,255.899994,0.3299870000000169,1
2018-06-11,256.329987,0.4299930000000245,1
2018-06-12,255.309998,-1.0199890000000096,0
2018-06-13,256.049988,0.7399899999999775,1
2018-06-14,255.830002,-0.21998599999997734,0
2018-06-15,255.220001,-0.6100010000000395,0
2018-06-18,254.25,-0.970000999999968,0
2018-06-19,254.710007,0.4600069999999903,1
2018-06-20,253.119995,-1.5900119999999731,0
2018-06-21,253.570007,0.4500119999999583,1
2018-06-22,250.059998,-3.5100089999999686,0
2018-06-25,250.610001,0.5500029999999754,1
2018-06-26,248.52999900000003,-2.0800019999999506,0
2018-06-27,248.880005,0.35000599999995075,1
2018-06-28,249.50999500000003,0.6299900000000491,1
2018-06-29,249.800003,0.2900079999999434,1
2018-07-02,248.789993,-1.0100099999999657,0
2018-07-03,250.919998,2.130004999999983,1
2018-07-05,253.00999500000003,2.0899970000000394,1
2018-07-06,255.25,2.2400049999999685,1
2018-07-09,256.140015,0.8900150000000053,1
2018-07-10,254.389999,-1.750015999999988,0
2018-07-11,256.570007,2.1800079999999578,1
2018-07-12,256.790009,0.22000200000002226,1
2018-07-13,256.630005,-0.1600040000000149,0
2018-07-16,257.730011,1.1000060000000076,1
2018-07-17,258.200012,0.4700010000000248,1
2018-07-18,257.220001,-0.9800110000000471,0
2018-07-19,256.980011,-0.2399899999999775,0
2018-07-20,257.470001,0.4899899999999775,1
2018-07-23,258.679993,1.2099920000000566,1
2018-07-24,261.049988,2.3699949999999603,1
2018-07-25,260.27999900000003,-0.7699889999999527,0
2018-07-26,258.589996,-1.6900030000000468,0
2018-07-27,257.100006,-1.4899899999999775,0
2018-07-30,258.399994,1.2999879999999848,1
2018-07-31,258.079987,-0.3200069999999755,0
2018-08-01,259.390015,1.3100279999999884,1
2018-08-02,260.660004,1.2699890000000096,1
2018-08-03,261.640015,0.9800109999999904,1
2018-08-06,262.369995,0.7299800000000118,1
2018-08-07,262.230011,-0.13998400000002675,0
2018-08-08,261.899994,-0.330016999999998,0
2018-08-09,260.119995,-1.7799989999999752,0
2018-08-10,259.140015,-0.9799800000000118,0
2018-08-13,260.809998,1.669983000000002,1
2018-08-14,258.890015,-1.919983000000002,0
2018-08-15,260.98999,2.099974999999972,1
2018-08-16,261.859985,0.8699950000000172,1
2018-08-17,262.440002,0.5800169999999979,1
2018-08-20,263.01001,0.5700080000000298,1
2018-08-21,262.929993,-0.08001699999999799,0
2018-08-22,262.549988,-0.3800050000000397,0
2018-08-23,264.200012,1.6500240000000304,1
2018-08-24,266.190002,1.9899899999999773,1
2018-08-27,266.339996,0.1499939999999924,1
2018-08-28,267.799988,1.4599919999999995,1
2018-08-29,266.709991,-1.0899969999999826,0
2018-08-30,266.720001,0.010009999999965656,1
2018-08-31,266.350006,-0.3699949999999603,0
2018-09-04,265.600006,-0.75,0
2018-09-05,264.820007,-0.7799990000000321,0
2018-09-06,264.179993,-0.640013999999951,0
2018-09-07,264.679993,0.5,1
2018-09-10,265.679993,1.0,1
2018-09-11,265.709991,0.02999799999997776,1
2018-09-12,267.220001,1.5100099999999657,1
2018-09-13,267.359985,0.13998400000002675,1
2018-09-14,265.850006,-1.5099789999999869,0
2018-09-17,267.299988,1.4499819999999772,1
2018-09-18,267.600006,0.3000180000000228,1
2018-09-19,269.75,2.1499939999999924,1
2018-09-20,269.559998,-0.19000199999999268,0
2018-09-21,268.660004,-0.8999939999999924,0
2018-09-24,268.329987,-0.330016999999998,0
2018-09-25,266.339996,-1.989991000000032,0
2018-09-26,267.079987,0.7399910000000318,1
2018-09-27,267.049988,-0.02999900000003208,0
2018-09-28,268.040009,0.9900210000000128,1
2018-10-01,268.01001,-0.029998999999975236,0
2018-10-02,268.23999,0.229979999999955,1
2018-10-03,266.040009,-2.19998099999998,0
2018-10-04,264.540009,-1.5,0
2018-10-05,264.470001,-0.07000800000002982,0
2018-10-08,264.130005,-0.3399959999999851,0
2018-10-09,255.600006,-8.529998999999975,0
2018-10-10,250.220001,-5.380005000000041,0
2018-10-11,253.600006,3.38000500000004,1
2018-10-12,252.210007,-1.3899990000000173,0
2018-10-15,257.579987,5.3699800000000275,1
2018-10-16,257.670013,0.09002599999996619,1
2018-10-17,254.050003,-3.620010000000008,0
2018-10-18,253.850006,-0.19999699999996776,0
2018-10-19,252.800003,-1.0500030000000322,0
2018-10-22,251.27999900000003,-1.5200039999999433,0
2018-10-23,243.77999900000003,-7.5,0
2018-10-24,248.149994,4.36999499999996,1
2018-10-25,243.75999500000003,-4.3899989999999605,0
2018-10-26,242.5,-1.259995000000032,0
2018-10-29,246.210007,3.7100069999999903,1
2018-10-30,248.789993,2.5799860000000194,1
2018-10-31,251.369995,2.5800020000000075,1
2018-11-01,249.809998,-1.5599970000000098,0
2018-11-02,251.229996,1.4199979999999923,1
2018-11-05,252.820007,1.5900109999999756,1
2018-11-06,258.160004,5.339997000000039,1
2018-11-07,257.720001,-0.4400030000000471,0
2018-11-08,255.339996,-2.380004999999983,0
2018-11-09,250.410004,-4.929991999999969,0
2018-11-12,249.990005,-0.4199990000000469,0
2018-11-13,248.27999900000003,-1.710005999999936,0
2018-11-14,250.850006,2.5700069999999755,1
2018-11-15,251.490005,0.6399989999999605,1
2018-11-16,247.320007,-4.1699979999999925,0
2018-11-19,242.770004,-4.5500029999999745,0
2018-11-20,243.580002,0.8099980000000073,1
2018-11-21,242.00999500000003,-1.5700069999999755,0
2018-11-23,245.800003,3.790007999999944,1
2018-11-26,246.570007,0.7700040000000001,1
2018-11-27,252.330002,5.759995000000032,1
2018-11-28,251.809998,-0.5200040000000001,0
2018-11-29,253.479996,1.6699979999999923,1
2018-11-30,256.609985,3.1299889999999952,1
2018-12-03,248.649994,-7.959991000000002,0
2018-12-04,248.020004,-0.6299899999999923,0
2018-12-06,242.25999500000003,-5.760008999999968,0
2018-12-07,242.550003,0.2900079999999434,1
2018-12-10,242.619995,0.0699920000000418,1
2018-12-11,243.960007,1.3400119999999731,1
2018-12-12,243.880005,-0.08000200000000746,0
2018-12-13,239.380005,-4.5,0
2018-12-14,233.229996,-6.150008999999982,0
2018-12-17,233.139999,-0.08999699999998256,0
2018-12-18,229.419998,-3.7200010000000248,0
2018-12-19,225.649994,-3.770004,0
2018-12-20,221.160004,-4.4899899999999775,0
2018-12-21,215.070007,-6.089997000000039,0
2018-12-24,225.949997,10.879990000000051,1
2018-12-26,228.050003,2.1000059999999507,1
2018-12-27,227.75999500000003,-0.2900079999999434,0
2018-12-28,229.809998,2.050002999999976,1
2018-12-31,229.990005,0.18000699999996073,1
2019-01-02,224.5,-5.490004999999968,0
2019-01-03,231.910004,7.410004000000014,1
2019-01-04,233.649994,1.7399899999999775,1
2019-01-07,235.919998,2.270004,1
2019-01-08,237.00999500000003,1.0899970000000394,1
2019-01-09,238.0,0.9900049999999679,1
2019-01-10,237.889999,-0.1100009999999827,0
2019-01-11,236.580002,-1.3099970000000098,0
2019-01-14,239.350006,2.770004,1
2019-01-15,239.880005,0.5299989999999752,1
2019-01-16,241.669998,1.7899930000000095,1
2019-01-17,244.919998,3.25,1
2019-01-18,241.660004,-3.2599939999999776,0
2019-01-22,242.020004,0.3599999999999852,1
2019-01-23,242.25999500000003,0.23999100000003185,1
2019-01-24,244.320007,2.060011999999944,1
2019-01-25,242.429993,-1.8900139999999508,0
2019-01-28,242.130005,-0.2999880000000417,0
2019-01-29,245.960007,3.830002000000008,1
2019-01-30,248.00999500000003,2.0499880000000417,1
2019-01-31,248.220001,0.210005999999936,1
2019-02-01,249.990005,1.770004,1
2019-02-04,251.100006,1.1100010000000395,1
2019-02-05,250.789993,-0.3100129999999979,0
2019-02-06,248.330002,-2.4599910000000023,0
2019-02-07,248.649994,0.31999199999998496,1
2019-02-08,248.77999900000003,0.13000500000003967,1
2019-02-11,252.0,3.2200009999999684,1
2019-02-12,252.75999500000003,0.7599950000000321,1
2019-02-13,252.199997,-0.5599980000000073,0
2019-02-14,254.979996,2.7799989999999752,1
2019-02-15,255.419998,0.4400019999999927,1
2019-02-19,256.01001,0.5900120000000301,1
2019-02-20,255.080002,-0.930008000000015,0
2019-02-21,256.609985,1.5299829999999872,1
2019-02-22,256.98999,0.3800049999999828,1
2019-02-25,256.799988,-0.19000199999999268,0
2019-02-26,256.670013,-0.12997500000000173,0
2019-02-27,256.070007,-0.6000060000000076,0
2019-02-28,257.829987,1.7599800000000414,1
2019-03-01,256.839996,-0.9899910000000318,0
2019-03-04,256.540009,-0.2999869999999873,0
2019-03-05,254.899994,-1.640015000000005,0
2019-03-06,252.850006,-2.0499879999999853,0
2019-03-07,252.339996,-0.5100100000000225,0
2019-03-08,256.019989,3.679993000000025,1
2019-03-11,256.929993,0.9100040000000148,1
2019-03-12,258.679993,1.75,1
2019-03-13,258.589996,-0.0899970000000394,0
2019-03-14,259.850006,1.2600100000000225,1
2019-03-15,260.77999900000003,0.9299930000000244,1
2019-03-18,260.859985,0.07998599999996259,1
2019-03-19,259.929993,-0.9299919999999702,0
2019-03-20,261.429993,1.5,1
2019-03-21,256.459991,-4.970002000000021,0
2019-03-22,256.230011,-0.22998000000001184,0
2019-03-25,258.079987,1.8499760000000265,1
2019-03-26,256.880005,-1.199982000000034,0
2019-03-27,257.880005,1.0,1
2019-03-28,259.540009,1.660004000000015,1
2019-03-29,262.52999900000003,2.9899900000000343,1
2019-04-01,262.619995,0.08999599999998509,1
2019-04-02,263.109985,0.4899899999999775,1
2019-04-03,263.73999,0.6300049999999828,1
2019-04-04,265.01001,1.2700200000000448,1
2019-04-05,265.23999,0.229979999999955,1
2019-04-08,263.829987,-1.4100029999999606,0
2019-04-09,264.73999,0.9100029999999606,1
2019-04-10,264.690002,-0.049987999999984815,0
2019-04-11,266.480011,1.7900089999999975,1
2019-04-12,266.299988,-0.1800230000000056,0
2019-04-15,266.48999,0.19000199999999268,1
2019-04-16,265.839996,-0.6499939999999924,0
2019-04-17,266.339996,0.5,1
2019-04-18,266.600006,0.2600100000000225,1
2019-04-22,268.899994,2.299987999999985,1
2019-04-23,268.369995,-0.5299989999999752,0
2019-04-24,268.269989,-0.1000060000000076,0
2019-04-25,269.5,1.2300109999999904,1
2019-04-26,269.839996,0.3399959999999851,1
2019-04-29,270.01001,0.1700140000000374,1
2019-04-30,268.040009,-1.9700010000000248,0
2019-05-01,267.51001,-0.5299989999999752,0
2019-05-02,270.049988,2.5399779999999623,1
2019-05-03,268.980011,-1.0699769999999944,0
2019-05-06,264.619995,-4.360015999999973,0
2019-05-07,264.100006,-0.5199890000000096,0
2019-05-08,263.290009,-0.8099970000000098,0
2019-05-09,264.519989,1.2299800000000118,1
2019-05-10,258.02999900000003,-6.4899899999999775,0
2019-05-13,260.269989,2.239989999999977,1
2019-05-14,261.809998,1.5400089999999975,1
2019-05-15,264.209991,2.3999929999999954,1
2019-05-16,262.609985,-1.6000060000000076,0
2019-05-17,260.820007,-1.7899780000000192,0
2019-05-20,263.02999900000003,2.209992000000057,1
2019-05-21,262.309998,-0.7200010000000248,0
2019-05-22,259.23999,-3.07000800000003,0
2019-05-23,259.690002,0.4500120000000152,1
2019-05-24,257.359985,-2.330016999999998,0
2019-05-28,255.589996,-1.7699890000000096,0
2019-05-29,256.299988,0.7099919999999997,1
2019-05-30,252.869995,-3.429992999999968,0
2019-05-31,252.119995,-0.75,0
2019-06-03,257.670013,5.550017999999965,1
2019-06-04,259.850006,2.1799930000000245,1
2019-06-05,261.540009,1.6900029999999902,1
2019-06-06,264.149994,2.6099849999999947,1
2019-06-07,265.390015,1.240021000000013,1
2019-06-10,265.339996,-0.050019000000020235,0
2019-06-11,264.839996,-0.5,0
2019-06-12,266.019989,1.1799930000000245,1
2019-06-13,265.619995,-0.3999939999999924,0
2019-06-14,265.859985,0.2399899999999775,1
2019-06-17,268.51001,2.6500250000000283,1
2019-06-18,269.220001,0.7099909999999454,1
2019-06-19,271.730011,2.5100100000000225,1
2019-06-20,271.410004,-0.3200069999999755,0
2019-06-21,271.059998,-0.3500060000000076,0
2019-06-24,268.380005,-2.6799930000000245,0
2019-06-25,268.119995,-0.2600099999999657,0
2019-06-26,267.670013,-0.4499820000000341,0
2019-06-27,269.149994,1.479981000000009,1
2019-06-28,271.440002,2.2900080000000003,1
2019-07-01,272.230011,0.7900089999999977,1
2019-07-02,274.320007,2.089995999999985,1
2019-07-03,273.970001,-0.3500060000000076,0
2019-07-05,272.600006,-1.3699949999999603,0
2019-07-08,272.940002,0.3399959999999851,1
2019-07-09,274.209991,1.2699890000000096,1
2019-07-10,274.76001,0.5500190000000202,1
2019-07-11,276.109985,1.3499749999999722,1
2019-07-12,276.179993,0.07000800000002982,1
2019-07-15,275.27999900000003,-0.8999939999999924,0
2019-07-16,273.420013,-1.8599860000000492,0
2019-07-17,274.420013,1.0,1
2019-07-18,272.950012,-1.4700009999999681,0
2019-07-19,273.609985,0.6599729999999795,1
2019-07-22,275.48999,1.8800049999999828,1
2019-07-23,276.76001,1.2700200000000448,1
2019-07-24,275.410004,-1.3500060000000076,0
2019-07-25,277.380005,1.9700009999999681,1
2019-07-26,276.880005,-0.5,0
2019-07-29,276.209991,-0.6700139999999806,0
2019-07-30,273.079987,-3.1300039999999854,0
2019-07-31,270.790009,-2.289978000000019,0
2019-08-01,268.809998,-1.9800109999999904,0
2019-08-02,260.880005,-7.929993000000024,0
2019-08-05,264.23999,3.3599849999999947,1
2019-08-06,264.420013,0.1800230000000056,1
2019-08-07,269.579987,5.159974000000034,1
2019-08-08,267.700012,-1.8799750000000015,0
2019-08-09,264.559998,-3.1400140000000083,0
2019-08-12,268.660004,4.1000060000000085,1
2019-08-13,260.570007,-8.089997000000041,0
2019-08-14,261.390015,0.8200080000000298,1
2019-08-15,265.220001,3.8299859999999626,1
2019-08-16,268.480011,3.2600100000000225,1
2019-08-19,266.399994,-2.080016999999998,0
2019-08-20,268.559998,2.160004000000015,1
2019-08-21,268.459991,-0.10000700000000506,0
2019-08-22,261.570007,-6.889984000000028,0
2019-08-23,264.470001,2.8999939999999924,1
2019-08-26,263.429993,-1.0400079999999434,0
2019-08-27,265.26001,1.830016999999998,1
2019-08-28,268.709991,3.44998099999998,1
2019-08-29,268.600006,-0.10998499999999467,0
2019-08-30,267.109985,-1.4900210000000131,0
2019-09-03,269.970001,2.860015999999973,1
2019-09-04,273.540009,3.57000800000003,1
2019-09-05,273.73999,0.19998099999997976,1
2019-09-06,273.809998,0.07000800000002982,1
2019-09-09,273.869995,0.05999700000000985,1
2019-09-10,275.839996,1.9700009999999681,1
2019-09-11,276.649994,0.8099980000000073,1
2019-09-12,276.579987,-0.0700069999999755,0
2019-09-13,275.670013,-0.9099740000000338,0
2019-09-16,276.420013,0.75,1
2019-09-17,276.589996,0.16998300000000197,1
2019-09-18,276.52999900000003,-0.05999699999995301,0
2019-09-19,275.049988,-1.4800110000000473,0
2019-09-20,275.23999,0.19000199999999268,1
2019-09-23,272.959991,-2.2799989999999752,0
2019-09-24,274.630005,1.6700139999999806,1
2019-09-25,272.790009,-1.839995999999985,0
2019-09-26,271.26001,-1.5299989999999752,0
2019-09-27,272.600006,1.339995999999985,1
2019-09-30,269.320007,-3.2799990000000316,0
2019-10-01,264.570007,-4.75,0
2019-10-02,266.670013,2.100006000000008,1
2019-10-03,270.369995,3.699982000000034,1
2019-10-04,269.209991,-1.160004000000015,0
2019-10-07,265.02999900000003,-4.17999199999997,0
2019-10-08,267.5,2.4700009999999684,1
2019-10-09,269.320007,1.8200069999999755,1
2019-10-10,272.130005,2.8099980000000078,1
2019-10-11,271.880005,-0.25,0
2019-10-14,274.51001,2.63000500000004,1
2019-10-15,274.079987,-0.4300230000000056,0
2019-10-16,274.820007,0.7400199999999586,1
2019-10-17,273.690002,-1.1300049999999828,0
2019-10-18,275.600006,1.910004000000015,1
2019-10-21,274.630005,-0.9700010000000248,0
2019-10-22,275.440002,0.8099970000000098,1
2019-10-23,275.890015,0.4500130000000127,1
2019-10-24,277.040009,1.1499939999999924,1
2019-10-25,278.649994,1.609984999999995,1
2019-10-28,278.470001,-0.1799930000000245,0
2019-10-29,279.450012,0.9800110000000471,1
2019-10-30,278.549988,-0.9000240000000304,0
2019-10-31,281.200012,2.6500240000000304,1
2019-11-01,282.320007,1.1199949999999603,1
2019-11-04,281.959991,-0.36001599999997325,0
2019-11-05,282.109985,0.1499939999999924,1
2019-11-06,283.109985,1.0,1
2019-11-07,283.799988,0.6900029999999902,1
2019-11-08,283.25,-0.5499879999999848,0
2019-11-11,283.809998,0.5599980000000073,1
2019-11-12,283.929993,0.11999500000001714,1
2019-11-13,284.309998,0.3800049999999828,1
2019-11-14,286.429993,2.119995000000017,1
2019-11-15,286.609985,0.17999199999997018,1
2019-11-18,286.470001,-0.13998400000002675,0
2019-11-19,285.459991,-1.0100099999999657,0
2019-11-20,285.019989,-0.4400019999999927,0
2019-11-21,285.649994,0.6300049999999828,1
2019-11-22,287.820007,2.170012999999983,1
2019-11-25,288.399994,0.5799870000000169,1
2019-11-26,289.76001,1.36001600000003,1
2019-11-27,288.649994,-1.11001600000003,0
2019-11-29,286.299988,-2.350006000000008,0
2019-12-02,284.290009,-2.009978999999987,0
2019-12-03,286.109985,1.8199759999999967,1
2019-12-04,286.640015,0.5300300000000107,1
2019-12-05,289.190002,2.549986999999988,1
2019-12-06,288.309998,-0.8800039999999854,0
2019-12-09,288.040009,-0.2699890000000096,0
2019-12-10,288.790009,0.75,1
2019-12-11,291.329987,2.539978000000019,1
2019-12-12,291.440002,0.11001499999997576,1
2019-12-13,293.5,2.0599980000000078,1
2019-12-16,293.559998,0.05999800000000732,1
2019-12-17,293.579987,0.019989000000009586,1
2019-12-18,294.799988,1.220000999999968,1
2019-12-19,296.299988,1.5,1
2019-12-20,295.160004,-1.13998399999997,0
2019-12-23,295.160004,0.0,0
2019-12-24,296.670013,1.5100089999999682,1
2019-12-26,296.670013,0.0,0
2019-12-27,295.040009,-1.6300039999999854,0
2019-12-30,295.799988,0.7599789999999871,1
2019-12-31,298.420013,2.6200249999999983,1
2020-01-02,296.23999,-2.1800230000000056,0
2020-01-03,297.350006,1.11001600000003,1
2020-01-06,296.5299990000001,-0.8200069999999755,0
2020-01-07,298.059998,1.5299989999999752,1
2020-01-08,300.119995,2.0599970000000103,1
2020-01-09,299.26001,-0.8599849999999947,0
2020-01-10,301.23999,1.979979999999955,1
2020-01-13,300.839996,-0.3999939999999924,0
