Date,Open,High,Low,Close,Adj Close,Volume
2018-04-13,245.839996,245.839996,242.500000,243.600006,235.232544,2887700
2018-04-16,245.270004,246.350006,244.410004,245.580002,237.144547,2149200
2018-04-17,247.419998,248.809998,246.880005,248.220001,239.693863,2301800
2018-04-18,248.660004,249.220001,247.940002,248.360001,239.829041,1365100
2018-04-19,247.619995,247.889999,245.960007,247.000000,238.515778,1997100
2018-04-20,246.949997,247.130005,243.970001,245.000000,236.584442,2103900
2018-04-23,245.550003,246.080002,243.750000,244.889999,236.478241,1472600
2018-04-24,245.970001,246.119995,240.009995,241.550003,233.252975,3653500
2018-04-25,241.509995,242.630005,239.600006,242.169998,233.851654,2354800
2018-04-26,243.220001,245.470001,242.770004,244.660004,236.256165,2106800
2018-04-27,245.229996,245.570007,243.889999,244.919998,236.507187,2178600
2018-04-30,245.509995,246.050003,242.850006,242.919998,234.575897,2146100
2018-05-01,242.449997,243.520004,240.759995,243.440002,235.078049,2323100
2018-05-02,243.210007,244.020004,241.360001,241.779999,233.475052,1636400
2018-05-03,240.880005,241.899994,237.919998,241.210007,232.924652,2666500
2018-05-04,240.250000,245.059998,239.889999,244.410004,236.014725,1785200
2018-05-07,245.190002,246.190002,244.460007,245.169998,236.748627,3127200
2018-05-08,244.830002,245.529999,243.570007,245.160004,236.738968,1924500
2018-05-09,245.860001,247.899994,245.360001,247.539993,239.037201,1506200
2018-05-10,248.360001,250.199997,248.250000,249.860001,241.277527,1537600
2018-05-11,250.039993,250.919998,249.479996,250.470001,241.866562,1703500
2018-05-14,251.119995,251.759995,250.210007,250.750000,242.136963,1478200
2018-05-15,249.500000,249.520004,248.059998,249.029999,240.476028,2600600
2018-05-16,249.080002,250.539993,249.070007,250.089996,241.499634,2588700
2018-05-17,249.789993,250.990005,249.080002,249.880005,241.296829,1714200
2018-05-18,249.529999,249.850006,248.889999,249.259995,240.698120,1702800
2018-05-21,250.770004,251.679993,250.429993,251.089996,242.465256,1262900
2018-05-22,251.669998,251.940002,250.100006,250.369995,241.770004,1055400
2018-05-23,249.119995,251.149994,248.949997,251.149994,242.523209,1484100
2018-05-24,250.740005,251.000000,248.759995,250.669998,242.059692,2025300
2018-05-25,250.039993,250.639999,249.490005,250.039993,241.451309,1654700
2018-05-29,248.279999,249.080002,245.970001,247.149994,238.660614,4465800
2018-05-30,248.529999,250.880005,248.429993,250.410004,241.808640,1359700
2018-05-31,249.990005,250.300003,248.279999,248.789993,240.244278,2378800
2018-06-01,250.229996,251.649994,250.169998,251.410004,242.774261,1953900
2018-06-04,252.169998,252.800003,251.960007,252.520004,243.846146,2031500
2018-06-05,252.660004,253.130005,251.869995,252.869995,244.184113,1491200
2018-06-06,253.369995,254.960007,252.720001,254.889999,246.134735,2763200
2018-06-07,255.369995,255.699997,253.880005,254.770004,246.018875,2615900
2018-06-08,254.360001,255.619995,254.190002,255.570007,246.791412,1517500
2018-06-11,255.789993,256.670013,255.699997,255.899994,247.110046,2648000
2018-06-12,256.390015,256.630005,255.600006,256.329987,247.525253,1182200
2018-06-13,256.529999,256.769989,255.229996,255.309998,246.540314,2507800
2018-06-14,256.309998,256.619995,255.460007,256.049988,247.254898,1913800
2018-06-15,255.270004,256.070007,254.130005,255.830002,247.042480,2000100
2018-06-18,254.179993,255.360001,253.710007,255.220001,246.453415,2015800
2018-06-19,252.830002,254.460007,252.419998,254.250000,245.516724,1863300
2018-06-20,254.970001,255.369995,254.320007,254.710007,245.960953,1578200
2018-06-21,254.660004,254.669998,252.580002,253.119995,244.425552,4037600
2018-06-22,254.399994,254.520004,253.320007,253.570007,244.860107,3092000
2018-06-25,252.369995,252.509995,248.350006,250.059998,241.470657,6690000
2018-06-26,250.660004,251.529999,249.910004,250.610001,242.001755,2968600
2018-06-27,251.270004,252.729996,248.429993,248.529999,239.993225,3433800
2018-06-28,247.300003,249.600006,246.630005,248.880005,241.455246,2638400
2018-06-29,249.979996,251.360001,249.100006,249.509995,242.066437,3711600
2018-07-02,247.559998,249.889999,247.320007,249.800003,242.347809,1943100
2018-07-03,250.679993,250.759995,248.440002,248.789993,241.367935,1157900
2018-07-05,250.070007,250.940002,248.910004,250.919998,243.434387,1948100
2018-07-06,250.910004,253.389999,250.520004,253.009995,245.462051,2622200
2018-07-09,254.050003,255.320007,254.009995,255.250000,247.635208,3979500
2018-07-10,255.750000,256.299988,255.449997,256.140015,248.498672,1314500
2018-07-11,254.600006,255.410004,254.029999,254.389999,246.800858,2335100
2018-07-12,255.660004,256.660004,255.009995,256.570007,248.915863,2874000
2018-07-13,256.489990,257.160004,255.990005,256.790009,249.129288,1814500
2018-07-16,256.890015,257.010010,256.160004,256.630005,248.974060,993500
2018-07-17,255.850006,258.059998,255.800003,257.730011,250.041245,1825900
2018-07-18,257.760010,258.320007,257.279999,258.200012,250.497238,2606800
2018-07-19,257.500000,257.899994,256.750000,257.220001,249.546448,2050500
2018-07-20,257.000000,257.649994,256.779999,256.980011,249.313614,2710700
2018-07-23,256.730011,257.609985,256.399994,257.470001,249.788971,1447000
2018-07-24,258.839996,259.570007,257.820007,258.679993,250.962891,2916000
2018-07-25,258.540009,261.250000,258.429993,261.049988,253.262177,2608700
2018-07-26,260.140015,261.010010,260.100006,260.279999,252.515182,2166500
2018-07-27,260.730011,260.739990,257.579987,258.589996,250.875565,2666200
2018-07-30,258.600006,258.779999,256.640015,257.100006,249.430038,1601400
2018-07-31,258.019989,259.089996,257.600006,258.399994,250.691208,1992500
2018-08-01,258.640015,259.190002,257.350006,258.079987,250.380783,1651700
2018-08-02,256.730011,259.600006,256.480011,259.390015,251.651718,1767300
2018-08-03,259.600006,260.660004,259.390015,260.660004,252.883820,2017600
2018-08-06,260.559998,261.829987,260.200012,261.640015,253.834564,1843000
2018-08-07,262.200012,262.779999,262.079987,262.369995,254.542801,2619200
2018-08-08,262.230011,262.670013,261.790009,262.230011,254.406982,1560400
2018-08-09,262.329987,262.739990,261.760010,261.899994,254.086807,1084400
2018-08-10,260.359985,260.959991,259.429993,260.119995,252.359940,2395500
2018-08-13,260.410004,261.070007,258.899994,259.140015,251.409180,3684700
2018-08-14,259.940002,261.070007,259.549988,260.809998,253.029373,1531800
2018-08-15,259.429993,259.549988,257.390015,258.890015,251.166641,2587800
2018-08-16,260.359985,261.890015,260.350006,260.989990,253.203949,1693100
2018-08-17,260.709991,262.380005,260.350006,261.859985,254.047989,2278800
2018-08-20,262.399994,262.739990,261.899994,262.440002,254.610733,1245500
2018-08-21,263.010010,263.970001,262.859985,263.010010,255.163696,1937900
2018-08-22,262.640015,263.450012,262.390015,262.929993,255.086136,1708100
2018-08-23,262.679993,263.630005,262.209991,262.549988,254.717422,2308100
2018-08-24,263.160004,264.290009,263.109985,264.200012,256.318268,2328900
2018-08-27,265.380005,266.350006,265.260010,266.190002,258.248810,2371000
2018-08-28,266.760010,266.829987,265.890015,266.339996,258.394348,3026900
2018-08-29,266.589996,268.049988,266.339996,267.799988,259.810822,2116100
2018-08-30,267.309998,267.709991,266.119995,266.709991,258.753296,2625500
2018-08-31,266.329987,267.220001,265.829987,266.720001,258.763062,3172400
2018-09-04,266.350006,266.660004,265.260010,266.350006,258.404053,3623300
2018-09-05,265.910004,266.130005,264.519989,265.600006,257.676453,4595500
2018-09-06,265.690002,265.989990,263.700012,264.820007,256.919708,1687900
2018-09-07,263.630005,265.260010,263.450012,264.179993,256.298798,2634100
2018-09-10,265.279999,265.570007,264.510010,264.679993,256.783875,2832700
2018-09-11,264.029999,266.049988,263.679993,265.679993,257.754059,3420400
2018-09-12,265.609985,266.260010,264.829987,265.709991,257.783173,3019800
2018-09-13,266.779999,267.420013,266.470001,267.220001,259.248108,2087500
2018-09-14,267.470001,267.619995,266.470001,267.359985,259.383911,1861000
2018-09-17,267.220001,267.260010,265.589996,265.850006,257.919006,2515300
2018-09-18,266.100006,267.920013,266.089996,267.299988,259.325684,1823600
2018-09-19,267.350006,268.029999,267.230011,267.600006,259.616791,2077500
2018-09-20,268.890015,270.100006,268.790009,269.750000,261.702606,3349700
2018-09-21,270.549988,270.670013,269.369995,269.559998,261.518341,1352500
2018-09-24,268.929993,269.070007,268.019989,268.660004,260.645172,2070900
2018-09-25,269.100006,269.170013,268.149994,268.329987,260.325012,2360400
2018-09-26,267.320007,268.540009,265.950012,266.339996,259.561920,2568400
2018-09-27,266.880005,268.239990,266.600006,267.079987,260.283112,3077500
2018-09-28,266.500000,267.649994,266.429993,267.049988,260.253815,1774300
2018-10-01,268.459991,269.179993,267.390015,268.040009,261.218689,1968800
2018-10-02,267.970001,268.670013,267.549988,268.010010,261.189423,3034100
2018-10-03,269.019989,269.470001,267.720001,268.239990,261.413544,2505800
2018-10-04,267.570007,267.660004,264.369995,266.040009,259.269592,5004400
2018-10-05,266.190002,266.769989,263.019989,264.540009,257.807770,2564700
2018-10-08,263.769989,264.850006,262.380005,264.470001,257.739532,3219600
2018-10-09,264.100006,265.450012,263.549988,264.130005,257.408142,2078000
2018-10-10,263.619995,263.619995,255.369995,255.600006,249.095261,5803900
2018-10-11,254.809998,256.290009,248.449997,250.220001,243.852158,9037000
2018-10-12,254.389999,254.639999,250.300003,253.600006,247.146164,7116700
2018-10-15,253.190002,254.559998,252.039993,252.210007,245.791534,3306200
2018-10-16,254.139999,258.100006,253.699997,257.579987,251.024857,3308500
2018-10-17,257.750000,258.339996,255.070007,257.670013,251.112595,2845800
2018-10-18,256.750000,257.350006,252.690002,254.050003,247.584702,3046800
2018-10-19,254.669998,256.619995,253.149994,253.850006,247.389786,2684200
2018-10-22,254.550003,254.860001,252.169998,252.800003,246.366501,2102000
2018-10-23,249.000000,252.580002,246.839996,251.279999,244.885193,5206500
2018-10-24,251.190002,251.550003,243.250000,243.779999,237.576050,4065700
2018-10-25,245.710007,249.789993,244.669998,248.149994,241.834824,4443800
2018-10-26,244.339996,246.979996,241.039993,243.759995,237.556564,5278700
2018-10-29,247.029999,248.350006,238.789993,242.500000,236.328613,5126200
2018-10-30,242.309998,246.380005,241.800003,246.210007,239.944214,3619100
2018-10-31,248.720001,251.080002,248.270004,248.789993,242.458557,4073400
2018-11-01,249.630005,251.539993,248.460007,251.369995,244.972885,2870700
2018-11-02,252.440002,252.899994,247.750000,249.809998,243.452591,3184500
2018-11-05,250.320007,251.789993,249.389999,251.229996,244.836456,1912100
2018-11-06,251.179993,252.979996,251.119995,252.820007,246.386002,2255200
2018-11-07,255.070007,258.320007,254.649994,258.160004,251.590103,3090800
2018-11-08,257.489990,258.440002,256.649994,257.720001,251.161285,2466900
2018-11-09,256.500000,256.640015,253.809998,255.339996,248.841873,3078700
2018-11-12,254.690002,254.960007,249.949997,250.410004,244.037323,2710200
2018-11-13,250.960007,253.009995,249.279999,249.990005,243.628021,3097000
2018-11-14,251.960007,252.339996,246.660004,248.279999,241.961533,3619900
2018-11-15,247.020004,251.389999,245.429993,250.850006,244.466141,3911900
2018-11-16,249.770004,252.470001,249.259995,251.490005,245.089844,2342800
2018-11-19,250.940002,251.210007,246.350006,247.320007,241.025970,2973700
2018-11-20,243.839996,245.320007,241.830002,242.770004,236.591766,5000900
2018-11-21,244.240005,245.440002,243.520004,243.580002,237.381149,2425500
2018-11-23,241.800003,243.350006,241.729996,242.009995,235.851089,830900
2018-11-26,244.229996,245.839996,243.850006,245.800003,239.544662,2498500
2018-11-27,244.729996,246.600006,244.119995,246.570007,240.295074,2849700
2018-11-28,247.720001,252.330002,246.750000,252.330002,245.908463,3723300
2018-11-29,251.539993,253.250000,250.360001,251.809998,245.401688,3279400
2018-11-30,251.639999,253.940002,251.350006,253.479996,247.029205,2992800
2018-12-03,257.649994,257.739990,255.059998,256.609985,250.079529,3943500
2018-12-04,255.850006,256.269989,248.059998,248.649994,242.322113,3837400
2018-12-06,244.419998,248.089996,241.130005,248.020004,241.708160,7712700
2018-12-07,247.630005,249.240005,241.369995,242.259995,236.094742,3928400
2018-12-10,242.000000,243.619995,237.619995,242.550003,236.377380,5983700
2018-12-11,245.949997,246.119995,241.190002,242.619995,236.445557,4543200
2018-12-12,245.800003,247.160004,243.850006,243.960007,237.751480,4117000
2018-12-13,244.860001,245.759995,242.699997,243.880005,237.673508,2610800
2018-12-14,241.649994,242.630005,238.770004,239.380005,233.288025,5088500
2018-12-17,237.059998,238.220001,231.679993,233.229996,228.525070,6127200
2018-12-18,235.000000,235.679993,231.479996,233.139999,228.436905,4691400
2018-12-19,233.210007,237.000000,227.779999,229.419998,224.791962,8215600
2018-12-20,228.350006,229.899994,223.539993,225.649994,221.097992,12141900
2018-12-21,226.740005,229.460007,220.570007,221.160004,216.698563,11811600
2018-12-24,219.740005,220.800003,215.070007,215.070007,210.731445,8493500
2018-12-26,216.880005,226.100006,214.830002,225.949997,221.391937,11598000
2018-12-27,222.960007,228.119995,219.600006,228.050003,223.449585,9578400
2018-12-28,229.320007,231.070007,226.520004,227.759995,223.165436,7436100
2018-12-31,229.309998,229.970001,227.449997,229.809998,225.174088,6683900
2019-01-02,226.179993,230.850006,226.020004,229.990005,225.350449,4891300
2019-01-03,228.100006,228.419998,223.970001,224.500000,219.971176,3329600
2019-01-04,227.539993,232.619995,227.149994,231.910004,227.231720,5100100
2019-01-07,232.289993,235.229996,231.320007,233.649994,228.936615,3706000
2019-01-08,236.050003,236.460007,233.429993,235.919998,231.160828,3546600
2019-01-09,236.710007,237.940002,235.460007,237.009995,232.228836,4565000
2019-01-10,235.649994,238.169998,234.850006,238.000000,233.198868,2813500
2019-01-11,236.850006,238.000000,236.240005,237.889999,233.091080,2551000
2019-01-14,236.100006,237.389999,235.690002,236.580002,231.807510,2653400
2019-01-15,236.970001,239.589996,236.970001,239.350006,234.521652,5103700
2019-01-16,239.720001,240.770004,239.520004,239.880005,235.040939,4066700
2019-01-17,239.000000,242.550003,238.949997,241.669998,236.794830,3059000
2019-01-18,243.559998,245.369995,242.759995,244.919998,239.979263,4943300
2019-01-22,243.389999,243.580002,239.970001,241.660004,236.785049,5786300
2019-01-23,242.679993,243.339996,239.580002,242.020004,237.137772,3076400
2019-01-24,241.899994,242.820007,240.910004,242.259995,237.372925,2197100
2019-01-25,244.110001,245.110001,243.669998,244.320007,239.391388,3677500
2019-01-28,242.089996,242.490005,240.630005,242.429993,237.539490,2407800
2019-01-29,242.550003,243.119995,241.270004,242.130005,237.245560,2436900
2019-01-30,243.660004,246.779999,242.880005,245.960007,240.998291,6028400
2019-01-31,245.860001,248.529999,245.679993,248.009995,243.006927,5308100
2019-02-01,248.309998,249.289993,247.460007,248.220001,243.212708,3718500
2019-02-04,248.300003,250.020004,247.589996,249.990005,244.947006,2541700
2019-02-05,250.440002,251.330002,249.919998,251.100006,246.034607,3613300
2019-02-06,250.750000,251.220001,249.949997,250.789993,245.730850,2052200
2019-02-07,249.039993,249.580002,246.619995,248.330002,243.320480,3907800
2019-02-08,247.009995,248.710007,246.199997,248.649994,243.634018,2512600
2019-02-11,249.279999,249.509995,248.220001,248.779999,243.761383,2986600
2019-02-12,250.380005,252.360001,250.339996,252.000000,246.916443,5980500
2019-02-13,252.820007,253.660004,252.389999,252.759995,247.661118,3569100
2019-02-14,251.649994,253.360001,250.830002,252.199997,247.112396,3247800
2019-02-15,254.029999,255.000000,253.809998,254.979996,249.836334,2806600
2019-02-19,254.149994,256.089996,254.149994,255.419998,250.267441,2509300
2019-02-20,255.410004,256.380005,254.889999,256.010010,250.845581,2156300
2019-02-21,255.330002,255.639999,254.039993,255.080002,249.934326,2020000
2019-02-22,255.690002,256.809998,255.449997,256.609985,251.433426,2119400
2019-02-25,258.089996,258.609985,256.880005,256.989990,251.805771,2941300
2019-02-26,256.549988,257.640015,256.410004,256.799988,251.619614,4629600
2019-02-27,256.059998,257.019989,255.100006,256.670013,251.492249,2136400
2019-02-28,256.420013,256.880005,255.850006,256.070007,250.904343,2207000
2019-03-01,257.809998,258.209991,256.329987,257.829987,252.628845,2867000
2019-03-04,258.869995,259.100006,254.490005,256.839996,251.658798,3384200
2019-03-05,256.989990,257.170013,255.960007,256.540009,251.364868,2475900
2019-03-06,256.619995,256.619995,254.600006,254.899994,249.757950,2514900
2019-03-07,254.479996,254.600006,251.949997,252.850006,247.749298,6441200
2019-03-08,250.880005,252.449997,250.339996,252.339996,247.249573,4522300
2019-03-11,253.039993,256.119995,253.020004,256.019989,250.855347,1884200
2019-03-12,256.519989,257.459991,256.369995,256.929993,251.746979,2271900
2019-03-13,257.839996,259.589996,257.690002,258.679993,253.461685,1974300
2019-03-14,258.679993,259.119995,258.040009,258.589996,253.373505,1557500
2019-03-15,259.019989,260.570007,258.869995,259.850006,254.608093,3151200
2019-03-18,260.000000,260.989990,259.769989,260.779999,255.519348,1830000
2019-03-19,261.809998,262.589996,259.880005,260.859985,255.597672,4061800
2019-03-20,260.540009,261.769989,258.839996,259.929993,254.686462,3415200
2019-03-21,257.679993,261.859985,257.679993,261.429993,257.598175,2968300
2019-03-22,260.070007,260.609985,256.369995,256.459991,252.701004,4317400
2019-03-25,256.089996,257.279999,254.949997,256.230011,252.474380,2893600
2019-03-26,258.010010,259.119995,256.730011,258.079987,254.297241,3177600
2019-03-27,258.149994,258.730011,255.229996,256.880005,253.114868,2714300
2019-03-28,257.450012,258.220001,256.269989,257.880005,254.100189,1716700
2019-03-29,259.339996,259.720001,258.179993,259.540009,255.735870,2831100
2019-04-01,261.459991,262.779999,261.190002,262.529999,258.682037,3303900
2019-04-02,262.670013,262.850006,261.809998,262.619995,258.770721,1512600
2019-04-03,263.869995,264.250000,262.399994,263.109985,259.253510,1937500
2019-04-04,263.369995,263.959991,262.670013,263.739990,259.874298,1738500
2019-04-05,264.420013,265.059998,264.119995,265.010010,261.125671,1505000
2019-04-08,264.570007,265.309998,263.910004,265.239990,261.352295,1720100
2019-04-09,264.220001,264.540009,263.290009,263.829987,259.962982,2016900
2019-04-10,264.250000,264.839996,263.850006,264.739990,260.859650,2990600
2019-04-11,265.239990,265.239990,264.089996,264.690002,260.810394,1567700
2019-04-12,266.329987,266.769989,265.630005,266.480011,262.574127,1903400
2019-04-15,266.570007,266.640015,265.470001,266.299988,262.396759,1584500
2019-04-16,267.200012,267.239990,265.859985,266.489990,262.583984,2447700
2019-04-17,267.589996,267.609985,265.399994,265.839996,261.943542,1872400
2019-04-18,266.440002,266.600006,265.079987,266.339996,262.436188,2788900
2019-04-22,265.559998,266.709991,265.470001,266.600006,262.692383,1126500
2019-04-23,266.959991,269.190002,266.709991,268.899994,264.958679,2618300
2019-04-24,268.890015,269.209991,268.230011,268.369995,264.436432,1393400
2019-04-25,268.279999,268.880005,266.980011,268.269989,264.337891,1237400
2019-04-26,268.279999,269.540009,267.459991,269.500000,265.549866,2172600
2019-04-29,269.559998,270.410004,269.459991,269.839996,265.884888,1892500
2019-04-30,269.559998,270.309998,268.109985,270.010010,266.052399,2024600
2019-05-01,270.679993,270.869995,268.000000,268.040009,264.111298,2669400
2019-05-02,267.880005,268.799988,265.929993,267.510010,263.589050,3009000
2019-05-03,268.920013,270.320007,268.700012,270.049988,266.091827,1969000
2019-05-06,265.649994,269.359985,265.309998,268.980011,265.037506,3966900
2019-05-07,266.480011,267.079987,262.480011,264.619995,260.741364,4752500
2019-05-08,264.140015,265.820007,263.470001,264.100006,260.229004,2662500
2019-05-09,261.940002,263.839996,260.200012,263.290009,259.430939,3094800
2019-05-10,262.369995,265.380005,259.269989,264.519989,260.642853,3131900
2019-05-13,259.369995,260.339996,257.070007,258.029999,254.248001,5548200
2019-05-14,258.989990,261.820007,258.839996,260.269989,256.455139,4702600
2019-05-15,258.630005,262.450012,258.399994,261.809998,257.972565,2444100
2019-05-16,262.470001,265.600006,262.450012,264.209991,260.337402,3221500
2019-05-17,261.890015,265.019989,261.859985,262.609985,258.760834,2719500
2019-05-20,260.899994,262.109985,260.019989,260.820007,256.997101,2762600
2019-05-21,262.500000,263.510010,262.250000,263.029999,259.174713,2760500
2019-05-22,262.119995,263.290009,261.869995,262.309998,258.465271,3421500
2019-05-23,260.079987,260.100006,257.679993,259.239990,255.440247,3813200
2019-05-24,260.600006,260.989990,259.059998,259.690002,255.883667,1833100
2019-05-28,259.959991,260.959991,257.290009,257.359985,253.587799,2565900
2019-05-29,256.130005,256.519989,254.100006,255.589996,251.843750,4593500
2019-05-30,256.279999,257.179993,255.139999,256.299988,252.543335,2977200
2019-05-31,253.630005,254.490005,252.770004,252.869995,249.163605,3698600
2019-06-03,252.830002,253.960007,250.770004,252.119995,248.424606,3825600
2019-06-04,254.479996,257.760010,254.029999,257.670013,253.893295,3536300
2019-06-05,259.239990,259.880005,257.420013,259.850006,256.041290,2646500
2019-06-06,260.170013,262.260010,259.510010,261.540009,257.706573,2277500
2019-06-07,262.619995,265.290009,262.450012,264.149994,260.278290,1877400
2019-06-10,265.760010,267.100006,265.299988,265.390015,261.500122,2845900
2019-06-11,267.250000,267.649994,264.690002,265.339996,261.450836,1894500
2019-06-12,265.119995,265.700012,264.359985,264.839996,260.958191,1711900
2019-06-13,265.820007,266.359985,265.109985,266.019989,262.120850,1813700
2019-06-14,265.709991,266.290009,264.910004,265.619995,261.726746,1203300
2019-06-17,265.940002,266.559998,265.619995,265.859985,261.963196,1782500
2019-06-18,267.649994,269.660004,267.299988,268.510010,264.574402,2340700
2019-06-19,268.739990,269.720001,267.760010,269.220001,265.273956,1684500
2019-06-20,271.940002,272.190002,269.730011,271.730011,267.747223,3288100
2019-06-21,271.529999,272.790009,271.170013,271.410004,267.431885,2226000
2019-06-24,271.589996,271.920013,270.899994,271.059998,267.087036,3518400
2019-06-25,271.100006,271.130005,268.269989,268.380005,264.446259,2287100
2019-06-26,269.299988,269.820007,268.019989,268.119995,264.190094,2988700
2019-06-27,267.489990,268.190002,267.170013,267.670013,265.117188,2054600
2019-06-28,268.700012,269.549988,268.179993,269.149994,266.583038,2883300
2019-07-01,272.459991,272.649994,270.299988,271.440002,268.851196,4497900
2019-07-02,271.470001,272.250000,270.619995,272.230011,269.633698,3040700
2019-07-03,272.910004,274.369995,272.760010,274.320007,271.703766,2335800
2019-07-05,273.140015,274.250000,271.859985,273.970001,271.357117,3362500
2019-07-08,272.790009,273.059998,272.029999,272.600006,270.000153,3131800
2019-07-09,271.399994,273.220001,271.339996,272.940002,270.336914,2532900
2019-07-10,274.019989,275.190002,273.459991,274.209991,271.594818,2853200
2019-07-11,274.869995,275.109985,273.850006,274.760010,272.139587,2249400
2019-07-12,275.390015,276.190002,275.059998,276.109985,273.476654,2932300
2019-07-15,276.529999,276.549988,275.709991,276.179993,273.545990,1466200
2019-07-16,276.119995,276.269989,274.989990,275.279999,272.654602,1564000
2019-07-17,275.279999,275.399994,273.420013,273.420013,270.812378,1758100
2019-07-18,272.910004,274.790009,272.470001,274.420013,271.802826,3464700
2019-07-19,275.519989,275.540009,272.700012,272.950012,270.346832,2319400
2019-07-22,273.320007,274.109985,272.790009,273.609985,271.000519,1304100
2019-07-23,274.709991,275.500000,273.890015,275.489990,272.862579,1753000
2019-07-24,274.779999,276.790009,274.670013,276.760010,274.120514,1669900
2019-07-25,276.410004,276.410004,274.679993,275.410004,272.783356,1874200
2019-07-26,276.200012,277.549988,276.100006,277.380005,274.734589,1796900
2019-07-29,277.230011,277.269989,276.260010,276.880005,274.239349,2925900
2019-07-30,275.450012,276.559998,275.040009,276.209991,273.575745,1751100
